srcIP,srcPort,dstIP,dstPort,protocol,flowSize,pkt-size-0,pkt-size-1,pkt-size-2,pkt-size-3,pkt-size-4,pkt-size-5,pkt-size-6,pkt-size-7,pkt-size-8,pkt-size-9
244.3.41.185,1024,244.3.41.47,1049,TCP,36180,1492,277,40,1492,277,40,1492,277,40,1492
41.177.244.185,51175,244.3.210.254,5900,TCP,26520,52,52,52,52,52,52,52,52,52,52
105.144.38.116,41458,41.177.26.46,80,TCP,13732,52,52,52,40,40,40,40,40,40,40
41.177.26.46,80,105.144.38.116,41458,TCP,757087,932,1500,1500,932,1500,1500,1500,1500,1500,932
244.3.41.185,1024,244.3.41.120,1032,TCP,36180,1300,469,40,1300,469,40,1300,469,40,1300
244.3.61.68,1985,210.218.218.164,1985,UDP,8192,48,48,48,48,44,44,48,48,48,48
82.181.188.253,1305,41.177.98.143,8001,TCP,11975,40,120,120,40,120,120,40,125,49,125
77.197.128.254,57443,41.177.26.176,80,TCP,716,48,40,348,40,40,40,40,40,40,40
41.177.26.176,80,77.197.128.254,57443,TCP,12083,48,40,1500,1010,533,1031,1500,754,1500,771
244.244.229.164,80,244.3.160.239,50442,TCP,586,48,40,458,40,0,0,0,0,0,0
244.244.229.164,80,244.3.160.239,50443,TCP,605,48,40,477,40,0,0,0,0,0,0
244.244.229.164,80,244.3.160.239,50444,TCP,605,48,40,477,40,0,0,0,0,0,0
41.177.3.224,65162,41.177.117.184,1606,TCP,43171,349,455,432,113,318,69,314,382,382,363
41.177.117.184,1606,41.177.3.224,65162,TCP,41300,429,305,237,40,62,348,286,237,892,590
77.197.128.41,36264,41.177.26.91,80,TCP,596,48,40,308,40,40,40,40,40,0,0
41.177.26.91,80,77.197.128.41,36264,TCP,18209,48,40,1500,1500,1500,1500,1500,1500,1500,1500
244.3.40.164,1985,210.218.218.164,1985,UDP,8200,48,48,48,48,48,48,48,48,48,48
41.177.26.176,80,55.161.39.98,24671,TCP,80,40,40,0,0,0,0,0,0,0,0
77.197.128.117,3788,41.177.26.176,80,TCP,636,48,40,348,40,40,40,40,40,0,0
41.177.26.176,80,77.197.128.117,3788,TCP,11756,48,40,1500,1010,1500,57,1500,748,1500,690
41.177.3.224,65138,41.177.117.184,1606,TCP,11692,349,354,559,314,113,328,328,580,249,61
41.177.117.184,1606,41.177.3.224,65138,TCP,12469,429,383,237,237,62,301,564,705,1181,963
41.177.230.192,1985,210.218.218.164,1985,UDP,14976,48,48,48,48,48,48,48,48,48,48
41.177.117.160,1985,210.218.218.164,1985,UDP,7584,48,48,48,48,48,48,48,48,48,48
145.95.225.186,1985,210.218.218.164,1985,UDP,3840,48,48,48,48,48,48,48,48,48,48
41.177.241.67,1985,210.218.218.164,1985,UDP,3792,48,48,48,48,48,48,48,48,48,48
41.106.180.77,43550,41.177.241.46,443,UDP,4551,89,89,89,89,185,185,185,121,185,185
41.177.241.46,443,41.106.180.77,43550,UDP,776,89,89,121,89,89,89,121,89,0,0
41.177.26.176,43308,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,43308,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.26.176,43309,41.177.202.202,53,UDP,71,71,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,43309,UDP,297,297,0,0,0,0,0,0,0,0,0
41.177.26.176,43310,41.177.202.202,53,UDP,80,80,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,43310,UDP,274,274,0,0,0,0,0,0,0,0,0
41.177.26.176,43311,41.177.202.202,53,UDP,80,80,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,43311,UDP,274,274,0,0,0,0,0,0,0,0,0
244.3.210.230,3188,253.23.23.108,445,TCP,144,48,48,48,0,0,0,0,0,0,0
253.244.77.47,3189,253.23.23.108,139,TCP,144,48,48,48,0,0,0,0,0,0,0
244.3.210.230,3190,253.23.23.108,139,TCP,144,48,48,48,0,0,0,0,0,0,0
244.244.229.164,80,244.3.160.239,50434,TCP,40,40,0,0,0,0,0,0,0,0,0
41.177.26.176,43312,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,43312,UDP,238,238,0,0,0,0,0,0,0,0,0
41.177.26.176,43313,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,43313,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.202.164,1985,210.218.218.164,1985,UDP,4096,48,48,48,48,48,48,48,48,44,48
41.177.26.176,43314,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,43314,UDP,214,214,0,0,0,0,0,0,0,0,0
68.157.168.194,47365,41.177.26.91,80,TCP,157367,402,52,52,52,52,52,52,52,52,52
41.177.26.176,43315,41.177.202.202,53,UDP,71,71,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,43315,UDP,297,297,0,0,0,0,0,0,0,0,0
244.244.229.164,80,244.3.160.239,50445,TCP,604,48,40,476,40,0,0,0,0,0,0
244.244.229.164,80,244.3.160.239,50446,TCP,604,48,40,476,40,0,0,0,0,0,0
244.244.229.164,80,244.3.160.239,50447,TCP,823,48,40,320,375,40,0,0,0,0,0
41.177.26.176,43316,41.177.202.202,53,UDP,80,80,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,43316,UDP,274,274,0,0,0,0,0,0,0,0,0
41.177.26.176,43317,41.177.202.202,53,UDP,80,80,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,43317,UDP,274,274,0,0,0,0,0,0,0,0,0
41.177.26.176,80,77.197.128.142,43987,TCP,10806,1463,800,265,131,265,268,949,1500,1111,1500
41.177.26.176,43318,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,43318,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.26.176,80,122.39.210.202,41218,TCP,7100,1420,1420,1420,1420,1420,0,0,0,0,0
41.177.26.176,43319,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,43319,UDP,238,238,0,0,0,0,0,0,0,0,0
41.177.26.176,43320,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,43320,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.26.176,43321,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,43321,UDP,214,214,0,0,0,0,0,0,0,0,0
244.3.41.120,1032,244.3.41.185,1024,TCP,1760,40,48,40,48,40,48,40,48,40,48
41.177.26.176,43322,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,43322,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.26.176,43323,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,43323,UDP,238,238,0,0,0,0,0,0,0,0,0
41.177.26.176,43324,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,43324,UDP,214,214,0,0,0,0,0,0,0,0,0
253.244.230.213,1985,210.218.218.164,1985,UDP,3792,48,48,48,48,48,48,48,48,48,48
41.177.26.176,43325,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,43325,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.180.204,1985,210.218.218.164,1985,UDP,4144,48,48,48,44,48,48,48,48,48,48
176.41.89.121,80,244.3.160.239,49121,TCP,21899,1420,1420,1420,1420,1420,1420,799,1420,1420,1420
244.3.160.239,49121,176.41.89.121,80,TCP,480,40,40,40,40,40,40,40,40,40,40
244.3.160.239,80,41.177.40.117,11336,TCP,21859,1500,1340,1500,1340,1500,1500,639,1500,1340,1500
41.177.40.117,11336,244.3.160.239,80,TCP,360,40,40,40,40,40,40,40,40,40,0
41.177.3.224,51146,41.177.117.184,1606,TCP,34815,349,40,349,40,349,40,349,40,919,1420
41.177.117.184,1606,41.177.3.224,51146,TCP,37627,429,429,429,429,920,1420,442,237,983,494
244.3.41.84,23,244.3.0.204,3055,TCP,8104,40,1420,1074,40,1420,319,246,40,1420,672
244.3.160.248,60573,41.177.26.141,2641,UDP,114,114,0,0,0,0,0,0,0,0,0
41.177.26.141,2641,244.3.160.248,60573,UDP,461,461,0,0,0,0,0,0,0,0,0
41.177.26.15,80,68.157.168.224,52941,TCP,494963,1500,1500,1500,1500,1500,1276,1500,1500,1500,1500
41.177.24.249,1985,210.218.218.164,1985,UDP,11520,48,48,48,48,48,48,48,48,48,48
41.177.204.57,1985,210.218.218.164,1985,UDP,4096,48,44,48,48,48,48,48,48,48,48
41.177.117.184,1606,41.177.3.224,38629,TCP,521422,380,40,237,237,237,433,237,237,237,40
41.177.3.224,38629,41.177.117.184,1606,TCP,1530689,680,437,588,847,930,887,903,873,910,796
253.37.253.43,23,253.160.43.128,2426,TCP,512,472,40,0,0,0,0,0,0,0,0
244.3.41.47,1049,244.3.41.185,1024,TCP,1760,40,48,40,48,40,48,40,48,40,48
41.177.26.91,80,68.157.168.194,47365,TCP,3368864,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
41.177.3.224,47468,41.177.117.184,1610,TCP,34835,349,40,921,1420,158,370,718,363,464,113
41.177.117.184,1610,41.177.3.224,47468,TCP,37719,429,920,1420,442,237,986,494,237,62,429
244.3.164.192,1985,210.218.218.164,1985,UDP,3792,48,48,48,48,48,48,48,48,48,48
68.157.168.224,52941,41.177.26.15,80,TCP,9187,52,52,52,52,52,52,52,52,52,52
77.197.128.142,43987,41.177.26.176,80,TCP,280,40,40,40,40,40,40,40,0,0,0
41.177.204.209,1985,210.218.218.164,1985,UDP,8288,48,48,48,48,48,48,48,48,48,48
41.177.106.209,1985,210.218.218.164,1985,UDP,8288,48,48,48,48,48,48,48,48,48,48
41.177.13.249,1052,244.3.41.84,23,TCP,2514,83,40,64,40,58,40,56,40,64,40
151.77.39.25,14314,244.3.160.239,80,TCP,1120,48,40,912,40,40,40,0,0,0,0
244.3.160.239,80,151.77.39.25,14314,TCP,611,48,40,343,100,40,40,0,0,0,0
151.77.39.25,13083,244.3.160.239,80,TCP,1127,48,40,919,40,40,40,0,0,0,0
244.3.160.239,80,151.77.39.25,13083,TCP,622,48,40,343,111,40,40,0,0,0,0
151.77.39.25,11620,244.3.160.239,80,TCP,1128,48,40,920,40,40,40,0,0,0,0
244.3.160.239,80,151.77.39.25,11620,TCP,594,48,40,343,83,40,40,0,0,0,0
41.177.218.89,138,41.177.218.48,138,UDP,229,229,0,0,0,0,0,0,0,0,0
41.177.161.64,138,41.177.161.91,138,UDP,687,229,229,229,0,0,0,0,0,0,0
41.177.155.81,138,41.177.155.91,138,UDP,687,229,229,229,0,0,0,0,0,0,0
244.3.160.239,50448,244.244.229.164,80,TCP,1199,48,40,991,40,40,40,0,0,0,0
244.3.160.239,50449,244.244.229.164,80,TCP,1206,48,40,998,40,40,40,0,0,0,0
244.3.160.239,50450,244.244.229.164,80,TCP,1207,48,40,999,40,40,40,0,0,0,0
41.177.161.164,1985,210.218.218.164,1985,UDP,12432,44,44,44,48,48,48,48,48,48,48
244.3.185.68,8865,244.3.160.239,80,TCP,1401,48,40,1233,40,40,0,0,0,0,0
244.3.160.239,80,244.3.185.68,8865,TCP,810,48,40,642,40,40,0,0,0,0,0
151.77.15.248,62178,41.177.241.46,443,UDP,14911,185,169,121,121,169,121,121,137,121,169
244.3.153.117,49381,41.177.3.18,5730,TCP,741,96,83,40,40,83,40,40,44,40,83
244.3.185.68,8732,244.3.160.239,80,TCP,1437,48,40,1269,40,40,0,0,0,0,0
244.3.160.239,80,244.3.185.68,8732,TCP,820,48,40,652,40,40,0,0,0,0,0
244.3.160.239,50451,117.142.224.75,80,TCP,2106,48,40,1500,358,40,40,40,40,0,0
41.177.143.204,1985,210.218.218.164,1985,UDP,16768,48,48,48,48,44,44,44,44,48,48
68.157.168.82,48489,244.3.210.197,80,TCP,1741,389,52,52,52,52,52,52,52,52,52
41.177.3.18,5730,244.3.153.117,49381,TCP,12164,76,1190,1190,1190,621,40,1190,1190,1190,1110
41.177.241.46,443,151.77.15.248,62178,UDP,16576,169,1273,1273,1273,713,121,1273,1273,1273,1193
18.84.163.155,15749,41.177.26.176,80,TCP,80,40,40,0,0,0,0,0,0,0,0
244.3.31.192,1985,210.218.218.164,1985,UDP,7584,48,48,48,48,48,48,48,48,48,48
151.77.15.154,4155,41.177.241.46,443,TCP,791,73,40,73,73,40,73,73,40,73,126
41.177.241.46,443,151.77.15.154,4155,TCP,707,40,73,40,40,73,40,40,73,40,40
151.77.15.154,4170,41.177.241.46,443,UDP,9439,185,185,185,185,185,89,121,137,121,233
244.3.153.247,137,244.3.31.251,137,UDP,1080,96,96,96,96,96,96,96,96,78,78
41.177.26.176,80,122.39.210.202,15152,TCP,5680,1420,1420,1420,1420,0,0,0,0,0,0
253.37.253.43,12003,253.160.108.225,12003,UDP,84525,88,83,93,88,83,93,88,83,93,88
77.197.128.108,37300,41.177.26.15,80,TCP,3116,48,40,348,40,40,40,40,40,40,40
41.177.26.15,80,77.197.128.108,37300,TCP,212958,48,40,1500,1500,1500,1500,1500,1204,1500,1500
41.177.3.224,50382,41.177.117.184,1607,TCP,23039,349,40,349,40,349,40,1420,158,349,40
