srcIP,srcPort,dstIP,dstPort,protocol,flowSize,pkt-size-0,pkt-size-1,pkt-size-2,pkt-size-3,pkt-size-4,pkt-size-5,pkt-size-6,pkt-size-7,pkt-size-8,pkt-size-9
41.177.26.176,59204,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59204,UDP,275,275,0,0,0,0,0,0,0,0,0
244.3.41.84,23,41.177.93.64,1156,TCP,12136,768,1420,685,768,768,768,768,768,768,768
41.177.98.176,80,41.177.223.90,4992,TCP,40,40,0,0,0,0,0,0,0,0,0
41.177.98.176,80,41.177.223.90,4993,TCP,40,40,0,0,0,0,0,0,0,0,0
41.177.98.176,80,41.177.223.90,4991,TCP,40,40,0,0,0,0,0,0,0,0,0
41.177.223.90,4992,41.177.98.176,80,TCP,80,40,40,0,0,0,0,0,0,0,0
41.177.223.90,4993,41.177.98.176,80,TCP,80,40,40,0,0,0,0,0,0,0,0
41.177.223.90,4991,41.177.98.176,80,TCP,80,40,40,0,0,0,0,0,0,0,0
241.82.128.180,35355,41.177.26.176,80,TCP,80,40,40,0,0,0,0,0,0,0,0
41.177.31.186,1985,210.218.218.164,1985,UDP,7008,48,48,48,48,48,48,48,48,48,48
151.77.15.155,3876,41.177.241.46,443,TCP,1302,73,73,40,73,73,40,73,73,40,73
41.177.241.46,443,151.77.15.155,3876,TCP,1071,40,40,73,40,40,73,40,40,73,40
41.177.31.41,1985,210.218.218.164,1985,UDP,7816,48,48,48,48,48,48,48,48,48,48
41.177.3.145,443,244.3.153.197,50438,TCP,181,89,52,40,0,0,0,0,0,0,0
41.177.241.46,443,244.3.64.188,49908,UDP,18200,169,137,121,473,457,425,425,425,425,137
77.197.210.122,61369,41.177.26.176,80,TCP,40,40,0,0,0,0,0,0,0,0,0
244.3.64.188,49908,41.177.241.46,443,UDP,497889,137,137,185,169,169,169,169,185,169,185
244.3.153.197,50438,41.177.3.145,443,TCP,245,52,52,89,52,0,0,0,0,0,0
41.177.26.176,80,241.82.128.180,35353,TCP,40,40,0,0,0,0,0,0,0,0,0
41.177.26.176,80,241.82.128.180,35352,TCP,40,40,0,0,0,0,0,0,0,0,0
241.82.128.180,35351,41.177.26.176,80,TCP,80,40,40,0,0,0,0,0,0,0,0
244.3.153.116,514,41.177.230.117,514,UDP,345858,209,220,201,223,223,223,201,212,213,213
41.177.117.138,1985,210.218.218.164,1985,UDP,7816,48,48,48,48,48,48,48,48,44,44
241.82.128.180,35353,41.177.26.176,80,TCP,80,40,40,0,0,0,0,0,0,0,0
241.82.128.180,35352,41.177.26.176,80,TCP,80,40,40,0,0,0,0,0,0,0,0
41.177.241.254,3389,244.3.93.198,1904,TCP,12497,59,59,59,59,59,59,59,59,59,59
41.177.26.176,59205,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59205,UDP,299,299,0,0,0,0,0,0,0,0,0
41.177.26.176,59206,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59206,UDP,275,275,0,0,0,0,0,0,0,0,0
41.177.26.176,59207,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.26.176,80,241.82.128.180,35356,TCP,40,40,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59207,UDP,275,275,0,0,0,0,0,0,0,0,0
41.177.26.176,59208,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59208,UDP,299,299,0,0,0,0,0,0,0,0,0
41.177.26.176,59209,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59209,UDP,275,275,0,0,0,0,0,0,0,0,0
41.177.26.176,59210,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59210,UDP,275,275,0,0,0,0,0,0,0,0,0
241.82.128.180,35356,41.177.26.176,80,TCP,80,40,40,0,0,0,0,0,0,0,0
41.177.3.224,48741,41.177.117.184,1607,TCP,29895,349,40,349,40,349,40,349,40,349,40
41.177.117.184,1607,41.177.3.224,48741,TCP,34816,429,429,429,429,429,429,1343,1420,493,429
40.193.220.98,8147,41.177.241.46,4500,UDP,384220,112,176,128,224,104,160,160,160,160,116
244.3.153.67,1389,41.177.202.249,524,TCP,48,48,0,0,0,0,0,0,0,0,0
41.177.241.164,1985,210.218.218.164,1985,UDP,7816,48,48,48,48,48,48,48,48,48,48
151.77.15.118,1687,41.177.241.46,443,UDP,7068,89,185,185,185,201,89,89,89,201,185
41.177.241.46,443,151.77.15.118,1687,UDP,3670,89,121,89,121,89,169,121,281,121,201
244.3.160.248,49719,41.177.26.211,2641,UDP,106,106,0,0,0,0,0,0,0,0,0
244.3.57.231,4175,244.3.160.239,80,TCP,1337,48,40,1009,40,40,40,40,40,40,0
244.3.160.239,80,244.3.57.231,4175,TCP,10944,48,40,266,1500,1500,1500,951,1500,1340,1500
41.177.26.211,2641,244.3.160.248,49719,UDP,403,403,0,0,0,0,0,0,0,0,0
77.197.210.186,36202,41.177.26.176,80,TCP,80,40,40,0,0,0,0,0,0,0,0
77.197.210.106,12831,41.177.26.176,80,TCP,640,48,40,392,40,40,40,40,0,0,0
41.177.26.176,80,77.197.210.106,12831,TCP,11785,48,40,824,1500,1069,825,1500,744,1500,1500
244.3.61.68,1985,210.218.218.164,1985,UDP,7712,44,44,48,48,48,48,48,48,48,48
244.3.160.239,43460,194.220.251.152,80,TCP,1267,48,40,899,40,40,40,40,40,40,40
244.3.57.231,13693,244.3.160.239,80,TCP,1225,48,40,1017,40,40,40,0,0,0,0
244.3.57.231,11856,244.3.160.239,80,TCP,1229,48,40,1021,40,40,40,0,0,0,0
244.3.57.231,12720,244.3.160.239,80,TCP,1277,48,40,1029,40,40,40,40,0,0,0
244.3.57.231,7342,244.3.160.239,80,TCP,1282,48,40,1034,40,40,40,40,0,0,0
244.3.160.239,80,244.3.57.231,13693,TCP,2737,48,40,265,1500,804,40,40,0,0,0
244.3.160.239,80,244.3.57.231,11856,TCP,999,48,40,264,567,40,40,0,0,0,0
244.3.160.239,80,244.3.57.231,12720,TCP,3438,48,40,265,1500,1112,393,40,40,0,0
244.3.160.239,80,244.3.57.231,7342,TCP,3086,48,40,265,1500,1112,41,40,40,0,0
244.3.57.231,8189,244.3.160.239,80,TCP,1283,48,40,1035,40,40,40,40,0,0,0
244.3.160.239,80,244.3.57.231,8189,TCP,5922,48,40,265,1500,1112,1500,1377,40,40,0
68.157.168.98,64000,41.177.26.176,80,TCP,104,52,52,0,0,0,0,0,0,0,0
41.177.26.176,80,68.157.168.98,64000,TCP,104,52,52,0,0,0,0,0,0,0,0
77.197.210.181,4656,41.177.26.176,80,TCP,606,48,40,358,40,40,40,40,0,0,0
41.177.26.176,80,77.197.210.181,4656,TCP,11696,48,40,1181,1500,1292,87,1500,754,1500,624
77.197.210.186,36363,41.177.26.176,80,TCP,721,48,40,393,40,40,40,40,40,40,0
41.177.26.176,80,77.197.210.186,36363,TCP,12206,48,40,822,1500,986,907,1500,750,1500,761
77.197.210.239,6612,41.177.26.176,80,TCP,709,48,40,341,40,40,40,40,40,40,40
41.177.26.176,80,77.197.210.239,6612,TCP,10842,48,40,1500,213,705,243,131,243,246,741
41.177.3.184,657,41.177.3.224,657,UDP,1428,84,84,84,84,84,84,84,84,84,84
41.177.3.184,657,41.177.3.203,657,UDP,1428,84,84,84,84,84,84,84,84,84,84
77.197.210.106,12759,41.177.26.176,80,TCP,40,40,0,0,0,0,0,0,0,0,0
41.177.3.224,657,41.177.3.184,657,UDP,1428,84,84,84,84,84,84,84,84,84,84
41.177.3.203,657,41.177.3.184,657,UDP,1428,84,84,84,84,84,84,84,84,84,84
117.193.17.249,53691,244.3.210.197,80,TCP,40,40,0,0,0,0,0,0,0,0,0
244.3.210.197,80,117.193.17.249,53691,TCP,80,40,40,0,0,0,0,0,0,0,0
117.193.17.249,53714,244.3.210.197,80,TCP,40,40,0,0,0,0,0,0,0,0,0
244.3.210.197,80,117.193.17.249,53714,TCP,80,40,40,0,0,0,0,0,0,0,0
40.193.220.98,7746,41.177.241.46,4500,UDP,4458,160,160,116,160,160,160,160,116,29,176
244.3.153.106,137,41.177.230.130,137,UDP,1440,96,96,96,96,96,96,96,96,96,96
244.3.160.41,1985,210.218.218.164,1985,UDP,11712,48,48,48,48,48,48,48,48,48,48
244.3.210.254,5900,41.177.244.177,56182,TCP,223427,378,598,174,152,328,1420,1420,762,127,316
41.177.244.177,56182,244.3.210.254,5900,TCP,28288,52,52,52,52,52,52,52,52,52,52
209.160.71.118,62899,244.3.210.197,80,TCP,5071,52,52,52,52,52,52,782,52,52,766
244.3.210.254,5900,41.177.244.185,51175,TCP,210056,863,169,145,261,1420,1420,490,133,139,283
41.177.244.185,51175,244.3.210.254,5900,TCP,24128,52,52,52,52,52,52,52,52,52,52
41.177.31.164,1985,210.218.218.164,1985,UDP,7808,44,44,48,48,48,48,48,48,48,48
244.3.160.4,64726,210.218.218.213,45530,UDP,10206,126,126,126,126,126,126,126,126,126,126
117.46.91.41,10730,244.3.210.197,80,TCP,6669,60,52,874,52,52,52,52,52,52,52
244.3.210.197,80,117.46.91.41,10730,TCP,17683,64,52,1500,1500,1500,1500,1500,1500,1500,1500
244.3.4.164,1985,210.218.218.164,1985,UDP,11568,48,48,48,48,48,48,48,48,48,44
41.177.26.176,59211,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59211,UDP,299,299,0,0,0,0,0,0,0,0,0
41.177.153.153,1938,244.3.41.84,23,TCP,4287,50,40,48,231,40,231,40,101,40,40
41.177.26.176,59212,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59212,UDP,275,275,0,0,0,0,0,0,0,0,0
41.177.26.176,59213,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59213,UDP,275,275,0,0,0,0,0,0,0,0,0
253.160.108.225,12003,253.37.253.43,12003,UDP,775990,1114,1114,311,311,95,95,83,83,1114,1114
253.37.253.43,12003,253.160.108.225,12003,UDP,85946,88,83,93,88,83,93,88,83,93,88
41.177.26.176,59214,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59214,UDP,299,299,0,0,0,0,0,0,0,0,0
244.3.160.248,58115,41.177.26.72,80,TCP,40,40,0,0,0,0,0,0,0,0,0
41.177.26.72,80,244.3.160.248,58115,TCP,40,40,0,0,0,0,0,0,0,0,0
41.177.26.176,59215,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59215,UDP,275,275,0,0,0,0,0,0,0,0,0
244.3.160.248,58327,41.177.26.193,80,TCP,2126,48,40,1500,338,40,40,40,40,40,0
41.177.26.193,80,244.3.160.248,58327,TCP,5372,48,40,40,1500,1500,1500,664,40,40,0
90.222.110.26,52408,41.177.98.142,80,TCP,240,40,40,40,40,40,40,0,0,0,0
41.177.26.176,59216,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59216,UDP,275,275,0,0,0,0,0,0,0,0,0
41.177.26.214,39262,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.214,39262,UDP,240,240,0,0,0,0,0,0,0,0,0
41.177.26.214,39263,41.177.202.202,53,UDP,71,71,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.214,39263,UDP,129,129,0,0,0,0,0,0,0,0,0
41.177.26.214,39264,41.177.202.202,53,UDP,88,88,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.214,39264,UDP,146,146,0,0,0,0,0,0,0,0,0
41.177.26.214,39265,41.177.202.202,53,UDP,85,85,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.214,39265,UDP,138,138,0,0,0,0,0,0,0,0,0
41.177.26.214,39266,41.177.202.202,53,UDP,71,71,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.214,39266,UDP,216,216,0,0,0,0,0,0,0,0,0
41.177.98.176,80,41.177.223.90,4988,TCP,40,40,0,0,0,0,0,0,0,0,0
41.177.98.176,80,41.177.223.90,4980,TCP,40,40,0,0,0,0,0,0,0,0,0
244.3.41.84,23,41.177.153.153,1938,TCP,70817,49,58,40,54,49,66,1090,49,961,49
41.177.223.90,4988,41.177.98.176,80,TCP,80,40,40,0,0,0,0,0,0,0,0
41.177.223.90,4980,41.177.98.176,80,TCP,80,40,40,0,0,0,0,0,0,0,0
41.177.26.176,59217,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59217,UDP,214,214,0,0,0,0,0,0,0,0,0
