srcIP,srcPort,dstIP,dstPort,protocol,flowSize,pkt-size-0,pkt-size-1,pkt-size-2,pkt-size-3,pkt-size-4,pkt-size-5,pkt-size-6,pkt-size-7,pkt-size-8,pkt-size-9
244.3.153.197,54264,41.177.230.130,137,UDP,2184,78,78,78,78,78,78,78,78,78,78
244.3.153.197,53910,41.177.230.130,137,UDP,2184,78,78,78,78,78,78,78,78,78,78
244.3.153.197,54780,41.177.230.130,137,UDP,2688,96,96,96,96,96,96,96,96,96,96
244.3.153.197,54639,41.177.230.130,137,UDP,2688,96,96,96,96,96,96,96,96,96,96
244.3.153.197,54511,41.177.230.130,137,UDP,2184,78,78,78,78,78,78,78,78,78,78
244.3.153.197,54545,41.177.230.130,137,UDP,2688,96,96,96,96,96,96,96,96,96,96
244.3.153.197,54526,41.177.230.130,137,UDP,2184,78,78,78,78,78,78,78,78,78,78
244.3.153.197,54508,41.177.230.130,137,UDP,2184,78,78,78,78,78,78,78,78,78,78
244.3.153.197,54985,41.177.230.130,137,UDP,2688,96,96,96,96,96,96,96,96,96,96
244.3.153.197,54991,41.177.230.130,137,UDP,78,78,0,0,0,0,0,0,0,0,0
244.3.153.116,514,41.177.230.117,514,UDP,66809,221,225,172,223,203,200,223,215,215,215
41.177.244.177,54781,244.3.210.254,19813,TCP,297187,64,64,52,70,52,212,52,212,52,84
244.3.93.210,1366,41.177.98.142,80,TCP,40,40,0,0,0,0,0,0,0,0,0
41.177.98.142,80,244.3.93.210,1366,TCP,40,40,0,0,0,0,0,0,0,0,0
41.177.161.192,1985,210.218.218.164,1985,UDP,3024,48,48,48,48,48,48,48,48,48,48
41.177.143.186,1985,210.218.218.164,1985,UDP,4032,48,48,48,48,48,48,48,48,48,48
90.108.77.223,1886,244.3.210.197,80,TCP,994,48,40,866,40,0,0,0,0,0,0
244.3.210.197,80,90.108.77.223,1886,TCP,3048,48,1500,1500,0,0,0,0,0,0,0
41.177.202.199,1985,210.218.218.164,1985,UDP,1096,48,48,44,48,48,48,48,48,48,48
41.177.3.224,39054,41.177.117.184,1606,TCP,50058,1044,1287,665,113,690,1039,533,1420,671,684
41.177.26.176,56286,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,56286,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.117.184,1606,41.177.3.224,39054,TCP,35384,995,1003,237,62,531,531,379,1420,239,671
41.177.241.98,137,41.177.241.176,137,UDP,936,78,78,78,78,78,78,78,78,78,78
41.177.98.220,7010,41.177.75.120,2724,TCP,6877,40,1068,40,778,40,552,40,972,40,1241
77.197.210.77,24191,41.177.26.176,80,TCP,635,48,40,387,40,40,40,40,0,0,0
41.177.26.176,80,77.197.210.77,24191,TCP,9253,48,40,1500,793,1500,1500,662,1500,1500,210
90.108.77.223,1887,244.3.210.197,80,TCP,985,48,40,857,40,0,0,0,0,0,0
244.3.210.197,80,90.108.77.223,1887,TCP,3048,48,1500,1500,0,0,0,0,0,0,0
41.177.92.225,1198,41.177.98.220,7030,TCP,1554,137,40,113,168,40,137,40,113,150,160
41.177.26.176,56287,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,56287,UDP,238,238,0,0,0,0,0,0,0,0,0
41.177.26.176,56288,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,56288,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.26.176,56289,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,56289,UDP,214,214,0,0,0,0,0,0,0,0,0
90.108.77.223,1888,244.3.210.197,80,TCP,991,48,40,863,40,0,0,0,0,0,0
244.3.210.197,80,90.108.77.223,1888,TCP,3048,48,1500,1500,0,0,0,0,0,0,0
41.177.26.176,80,244.199.100.224,1771,TCP,99095,1500,75,705,281,131,281,284,795,1500,595
41.177.241.164,1985,210.218.218.164,1985,UDP,2096,48,48,48,48,44,44,48,48,48,48
145.95.225.41,1985,210.218.218.164,1985,UDP,1096,48,48,48,48,48,48,48,48,48,48
41.177.26.176,56290,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,56290,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.26.176,56291,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,56291,UDP,214,214,0,0,0,0,0,0,0,0,0
244.3.160.248,53647,41.177.26.55,80,TCP,758,48,40,390,40,40,40,40,40,40,40
41.177.26.55,80,244.3.160.248,53647,TCP,10888,48,40,257,1500,1500,1500,1500,1500,1500,1463
41.177.26.176,56292,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,56292,UDP,238,238,0,0,0,0,0,0,0,0,0
41.177.26.176,56293,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,56293,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.26.176,56294,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,56294,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.26.214,57923,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.214,57923,UDP,240,240,0,0,0,0,0,0,0,0,0
41.177.26.214,57924,41.177.202.202,53,UDP,71,71,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.214,57924,UDP,129,129,0,0,0,0,0,0,0,0,0
41.106.176.15,30525,41.177.241.46,443,TCP,599,73,40,73,187,40,73,73,40,0,0
41.177.26.214,57925,41.177.202.202,53,UDP,88,88,0,0,0,0,0,0,0,0,0
41.177.241.46,443,41.106.176.15,30525,TCP,459,40,73,40,40,113,40,40,73,0,0
41.177.202.202,53,41.177.26.214,57925,UDP,146,146,0,0,0,0,0,0,0,0,0
41.177.26.214,57926,41.177.202.202,53,UDP,85,85,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.214,57926,UDP,138,138,0,0,0,0,0,0,0,0,0
41.177.26.214,57927,41.177.202.202,53,UDP,71,71,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.214,57927,UDP,216,216,0,0,0,0,0,0,0,0,0
41.177.26.176,56295,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,56295,UDP,214,214,0,0,0,0,0,0,0,0,0
244.3.210.254,19813,41.177.244.177,54781,TCP,451823,52,66,70,142,70,106,70,1066,70,86
41.177.98.220,7030,41.177.92.225,1198,TCP,3107,40,451,148,239,40,444,148,162,40,336
41.177.26.176,56296,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,56296,UDP,238,238,0,0,0,0,0,0,0,0,0
41.177.26.176,56297,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,56297,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.26.176,56298,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,56298,UDP,214,214,0,0,0,0,0,0,0,0,0
90.108.77.223,1889,244.3.210.197,80,TCP,994,48,40,866,40,0,0,0,0,0,0
244.3.210.197,80,90.108.77.223,1889,TCP,3048,48,1500,1500,0,0,0,0,0,0,0
41.177.155.41,1985,210.218.218.164,1985,UDP,3288,48,48,48,44,44,44,48,48,48,48
90.48.117.203,50457,41.177.241.46,443,UDP,10747,153,457,313,169,201,169,121,121,201,201
244.3.153.142,55399,244.3.202.202,53,UDP,67,67,0,0,0,0,0,0,0,0,0
244.3.153.197,50753,41.177.230.130,137,UDP,2184,78,78,78,78,78,78,78,78,78,78
244.3.202.202,53,244.3.153.142,55399,UDP,480,480,0,0,0,0,0,0,0,0,0
41.177.241.46,443,90.48.117.203,50457,UDP,10800,569,121,121,121,169,169,169,121,377,121
41.177.26.176,56299,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
